"","itemID","tagID","type","name","parentItemID","authorName","text","comment","color","pageLabel","sortIndex","position","isExternal","param_string","articleItemID","linkMode","contentType","charsetID","path","syncState","storageModTime","storageHash","lastProcessedModificationTime","fieldID","valueID","fieldName","fieldFormatID","value","param_value","pm_start_date","pm_end_date","pm_location","param_type"
"11",19693,15552,0,"cases_reached_from_test_med",19686,NA,"2 days","{{48, 9/26/2021, 11/20/2021, VT}}","#ffd400","3","00002|000794|00299","{""pageIndex"":2,""rects"":[[514.72,480.774,543.243,492.951]]}",0,"48, 9/26/2021, 11/20/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","48","9/26/2021","11/20/2021","VT",NA
"12",19694,15552,0,"cases_reached_from_test_med",19686,NA,"2 days","{{48, 11/25/2020, 1/19/2021, VT}}","#ffd400","3","00002|000762|00299","{""pageIndex"":2,""rects"":[[307.63,480.774,336.153,492.951]]}",0,"48, 11/25/2020, 1/19/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","48","11/25/2020","1/19/2021","VT",NA
"13",19695,15577,0,"contacts_reached_perc",19686,NA,"52%","{{52, 9/26/2021, 11/20/2021, VT}}","#ffd400","3","00002|000791|00286","{""pageIndex"":2,""rects"":[[518.97,493.274,539.133,505.451]]}",0,"52, 9/26/2021, 11/20/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","52","9/26/2021","11/20/2021","VT",NA
"14",19696,15577,0,"contacts_reached_perc",19686,NA,"53%","{{53, 8/01/2021, 9/25/2021, VT}}","#ffd400","3","00002|000775|00286","{""pageIndex"":2,""rects"":[[415.42,493.274,435.583,505.451]]}",0,"53, 8/01/2021, 9/25/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","53","8/01/2021","9/25/2021","VT",NA
"15",19697,15578,0,"cases_interviewed_perc",19686,NA,"83%","{{83, 8/01/2021, 9/25/2021, VT}}","#ffd400","3","00002|000535|00210","{""pageIndex"":2,""rects"":[[415.42,569.294,435.583,581.471]]}",0,"83, 8/01/2021, 9/25/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","83","8/01/2021","9/25/2021","VT",NA
"16",19699,15577,0,"contacts_reached_perc",19686,NA,"91%","{{91, 11/25/2020, 1/19/2021, VT}}","#ffd400","3","00002|000759|00286","{""pageIndex"":2,""rects"":[[311.88,493.274,332.043,505.451]]}",0,"91, 11/25/2020, 1/19/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","91","11/25/2020","1/19/2021","VT",NA
"17",19702,15578,0,"cases_interviewed_perc",19686,NA,"78%","{{78, 9/26/2021, 11/20/2021, VT}}","#ffd400","3","00002|000546|00210","{""pageIndex"":2,""rects"":[[518.97,569.294,539.133,581.471]]}",0,"78, 9/26/2021, 11/20/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","78","9/26/2021","11/20/2021","VT",NA
"18",19703,15578,0,"cases_interviewed_perc",19686,NA,"84%","{{84, 11/25/2020, 1/19/2021, VT}}","#ffd400","3","00002|000524|00210","{""pageIndex"":2,""rects"":[[311.88,569.294,332.043,581.471]]}",0,"84, 11/25/2020, 1/19/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","84","11/25/2020","1/19/2021","VT",NA
"19",19704,15551,0,"cases_assigned_count",19686,NA,"14,106","{{14106, 9/26/2021, 11/20/2021, VT}}","#ffd400","3","00002|000363|00150","{""pageIndex"":2,""rects"":[[513.97,629.574,544.22,641.751]]}",0,"14106, 9/26/2021, 11/20/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","14106","9/26/2021","11/20/2021","VT",NA
"20",19705,15551,0,"cases_assigned_count",19686,NA,"6,559","{{6559, 11/25/2020, 1/19/2021, VT}}","#ffd400","3","00002|000303|00150","{""pageIndex"":2,""rects"":[[309.63,629.574,334.38,641.751]]}",0,"6559, 11/25/2020, 1/19/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","6559","11/25/2020","1/19/2021","VT",NA
"21",19706,15551,0,"cases_assigned_count",19686,NA,"7,901","{{7901, 8/01/2021, 9/25/2021, VT}}","#ffd400","3","00002|000332|00150","{""pageIndex"":2,""rects"":[[413.17,629.574,437.93,641.751]]}",0,"7901, 8/01/2021, 9/25/2021, VT",16967,0,"application/pdf",NA,"storage:41598_2024_68634_MOESM1_ESM.pdf",2,1738708906000,"38c8afcb906f925babb5f2a5d2ed2009",1738708906,1,36034,"title",NA,"The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.","7901","8/01/2021","9/25/2021","VT",NA
"22",19726,15551,0,"cases_assigned_count",19678,NA,"1633 cases reported","{{1633, 4/13/2020, 6/08/2020, San Francisco, CA}}","#ffd400","1","00000|005216|00603","{""pageIndex"":0,""rects"":[[370.108,180.654,441.571,188.533]]}",0,"1633, 4/13/2020, 6/08/2020, San Francisco, CA",16661,0,"application/pdf",NA,"storage:Sachdev et al. - 2021 - Outcomes of Contact Tracing in San Francisco, Cali.pdf",2,1738710889000,"be43206b5580a19278f03e585db987a5",1738710889,1,40338,"title",NA,"Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.","1633","4/13/2020","6/08/2020","San Francisco",NA
"23",19729,15564,0,"cases_interviewed_count",19678,NA,"1394 (85.4%) people were interviewed","{{1394, 4/13/2020, 6/08/2020, San Francisco, CA}}","#ffd400","1","00000|005234|00603","{""pageIndex"":0,""rects"":[[445.485,180.654,539.211,188.533],[311.782,169.18,355.524,177.058]]}",0,"1394, 4/13/2020, 6/08/2020, San Francisco, CA",16661,0,"application/pdf",NA,"storage:Sachdev et al. - 2021 - Outcomes of Contact Tracing in San Francisco, Cali.pdf",2,1738710889000,"be43206b5580a19278f03e585db987a5",1738710889,1,40338,"title",NA,"Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.","1394","4/13/2020","6/08/2020","San Francisco",NA
"24",19732,15565,0,"contacts_named_count",19678,NA,"Among 1214 contacts traced","{{1214, 4/13/2020, 6/08/2020, San Francisco, CA}}","#ffd400","2","00001|000168|00660","{""pageIndex"":1,""rects"":[[163.933,123.431,277.166,131.31]]}",0,"1214, 4/13/2020, 6/08/2020, San Francisco, CA",16661,0,"application/pdf",NA,"storage:Sachdev et al. - 2021 - Outcomes of Contact Tracing in San Francisco, Cali.pdf",2,1738710889000,"be43206b5580a19278f03e585db987a5",1738710889,1,40338,"title",NA,"Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.","1214","4/13/2020","6/08/2020","San Francisco",NA
"25",19733,15563,0,"contacts_reached_count",19678,NA,"1017 (83.8%) were successfully notified","{{1017, 4/13/2020, 6/08/2020, San Francisco, CA}}","#ffd400","2","00001|000192|00660","{""pageIndex"":1,""rects"":[[282.488,123.431,300.018,131.31],[72.312,111.957,202.394,119.835]]}",0,"1017, 4/13/2020, 6/08/2020, San Francisco, CA",16661,0,"application/pdf",NA,"storage:Sachdev et al. - 2021 - Outcomes of Contact Tracing in San Francisco, Cali.pdf",2,1738710889000,"be43206b5580a19278f03e585db987a5",1738710889,1,40338,"title",NA,"Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.","1017","4/13/2020","6/08/2020","San Francisco",NA
"26",19734,15581,0,"contacts_infected_count",19678,NA,"120 (9.9%) were newly diagnosed with COVID-19","{{120, 4/13/2020, 6/08/2020, San Francisco, CA}}","#ffd400","2","00001|000252|00683","{""pageIndex"":1,""rects"":[[90.963,100.482,300.14,108.361]]}",0,"120, 4/13/2020, 6/08/2020, San Francisco, CA",16661,0,"application/pdf",NA,"storage:Sachdev et al. - 2021 - Outcomes of Contact Tracing in San Francisco, Cali.pdf",2,1738710889000,"be43206b5580a19278f03e585db987a5",1738710889,1,40338,"title",NA,"Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.","120","4/13/2020","6/08/2020","San Francisco",NA
"27",19739,15552,0,"cases_reached_from_test_med",19678,NA,"2 (1-2) from testing to test result, 1 (0-1) from test result to case interview, and 1 (0-1) from case interview to notification of the first contact.","{{24, 4/13/2020, 6/08/2020, San Francisco, CA}}","#ffd400","2","00001|000636|00672","{""pageIndex"":1,""rects"":[[352.456,111.957,539.352,119.835],[311.783,100.482,539.349,108.361],[311.783,89.007,418.2,96.886]]}",0,"24, 4/13/2020, 6/08/2020, San Francisco, CA",16661,0,"application/pdf",NA,"storage:Sachdev et al. - 2021 - Outcomes of Contact Tracing in San Francisco, Cali.pdf",2,1738710889000,"be43206b5580a19278f03e585db987a5",1738710889,1,40338,"title",NA,"Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.","24","4/13/2020","6/08/2020","San Francisco",NA
"28",19740,15582,0,"cases_reached_from_symptom_med",19678,NA,"The median (IQR) number of days was 3 (1-6) from symptom onset (or specimen collection date in asymptomatic cases) to testing,","{{144, 4/13/2020, 6/08/2020, San Francisco, CA}}","#ffd400","2","00001|000529|00649","{""pageIndex"":1,""rects"":[[326.75,134.906,539.345,142.785],[311.783,123.431,539.303,131.31],[311.783,111.957,350.208,119.835]]}",0,"144, 4/13/2020, 6/08/2020, San Francisco, CA",16661,0,"application/pdf",NA,"storage:Sachdev et al. - 2021 - Outcomes of Contact Tracing in San Francisco, Cali.pdf",2,1738710889000,"be43206b5580a19278f03e585db987a5",1738710889,1,40338,"title",NA,"Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.","144","4/13/2020","6/08/2020","San Francisco",NA
"29",19758,15565,0,"contacts_named_count",18849,NA,"roughly 540,000)","{{540000, 06/01/2020, 12/31/2021, New York, NY}}","#ffd400","889","00001|001769|00533","{""pageIndex"":1,""rects"":[[231.402,191,262.242,203.36],[46.782,178.5,82.612,190.86]]}",0,"540000, 06/01/2020, 12/31/2021, New York, NY",16973,0,"application/pdf",NA,"storage:Paul et al. - 2024 - Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New Yo.pdf",2,1736202317593,"805c0fd82bd75b6057ede3c0d202da48",1736202317,1,33603,"title",NA,"Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.","540000","06/01/2020","12/31/2021","New York",NA
"30",19760,15566,0,"contacts_reached_from_named_med",18849,NA,"0.24 days for contact notification","{{5.76, 06/01/2020, 12/31/2021, New York, NY}}","#ffd400","889","00001|001541|00471","{""pageIndex"":1,""rects"":[[209.653,253.5,262.239,265.86],[46.782,241,124.192,253.36]]}",0,"5.76, 06/01/2020, 12/31/2021, New York, NY",16973,0,"application/pdf",NA,"storage:Paul et al. - 2024 - Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New Yo.pdf",2,1736202317593,"805c0fd82bd75b6057ede3c0d202da48",1736202317,1,33603,"title",NA,"Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.","5.76","06/01/2020","12/31/2021","New York",NA
"31",19761,15552,0,"cases_reached_from_test_med",18849,NA,"2 days for case notification,","{{48, 06/01/2020, 12/31/2021, New York, NY}}","#ffd400","889","00001|001513|00471","{""pageIndex"":1,""rects"":[[78.282,253.5,189.393,265.86]]}",0,"48, 06/01/2020, 12/31/2021, New York, NY",16973,0,"application/pdf",NA,"storage:Paul et al. - 2024 - Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New Yo.pdf",2,1736202317593,"805c0fd82bd75b6057ede3c0d202da48",1736202317,1,33603,"title",NA,"Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.","48","06/01/2020","12/31/2021","New York",NA
"32",19762,15549,0,"cases_reached_perc",18849,NA,"Prior to the emergence of the Omicron variant, T2 program staff successfully contacted 89% of cases and all cases were notified of their infection status within a timely manner","{{89, 06/01/2020, 12/02/2021, New York, NY}}","#ffd400","889","00001|001203|00383","{""pageIndex"":1,""rects"":[[76.532,341,262.223,353.36],[46.782,328.5,262.2,340.86],[46.782,316,262.242,328.36],[46.782,303.5,153.472,315.86]]}",0,"89, 06/01/2020, 12/02/2021, New York, NY",16973,0,"application/pdf",NA,"storage:Paul et al. - 2024 - Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New Yo.pdf",2,1736202317593,"805c0fd82bd75b6057ede3c0d202da48",1736202317,1,33603,"title",NA,"Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.","89","06/01/2020","12/02/2021","New York",NA
"33",19786,15551,0,"cases_assigned_count",18849,NA,"1.45 million cases","{{1450000, 06/01/2020, 12/02/2021, New York, NY}}","#ffd400","889","00001|001106|00346","{""pageIndex"":1,""rects"":[[224.242,378.5,262.222,390.86],[46.782,366,87.772,378.36]]}",0,"1450000, 06/01/2020, 12/02/2021, New York, NY",16973,0,"application/pdf",NA,"storage:Paul et al. - 2024 - Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New Yo.pdf",2,1736202317593,"805c0fd82bd75b6057ede3c0d202da48",1736202317,1,33603,"title",NA,"Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.","1450000","06/01/2020","12/02/2021","New York",NA
"34",19798,15552,0,"cases_reached_from_test_med",19756,NA,"to telephoning cases, 4 days (Q1–Q3: 3–5); and to case interview, 5 days","{{108, 04/04/2020, 05/19/2020, New Haven, CT}}","#ffd400","5","00004|001671|00673","{""pageIndex"":4,""rects"":[[106.47,96.866,290.176,106.046],[44.829,85.409,164.87,94.589]]}",0,"108, 04/04/2020, 05/19/2020, New Haven, CT",16635,0,"application/pdf",NA,"storage:Shelby et al. - 2021 - Lessons Learned From COVID-19 Contact Tracing Duri.pdf",2,1738872897000,"72d1b3d870cfc63ee71cdf97dfead371",1738872897,1,35109,"title",NA,"Lessons Learned From COVID-19 Contact Tracing During a Public Health Emergency: A Prospective Implementation Study.","108","04/04/2020","05/19/2020","New Haven",NA
"35",19800,15551,0,"cases_assigned_count",19756,NA,"1,705 COVID-19 cases reported to the NHHD during the evaluation period","{{1686, 04/04/2020, 05/19/2020, New Haven, CT}}","#ffd400","4","00003|002145|00590","{""pageIndex"":3,""rects"":[[88.893,179.846,290.161,189.027],[44.829,168.389,124.913,177.57]]}",0,"1686, 04/04/2020, 05/19/2020, New Haven, CT",16635,0,"application/pdf",NA,"storage:Shelby et al. - 2021 - Lessons Learned From COVID-19 Contact Tracing Duri.pdf",2,1738872897000,"72d1b3d870cfc63ee71cdf97dfead371",1738872897,1,35109,"title",NA,"Lessons Learned From COVID-19 Contact Tracing During a Public Health Emergency: A Prospective Implementation Study.","1686","04/04/2020","05/19/2020","New Haven",NA
"36",19801,15598,0,"cases_not_assigned_count",19756,NA,"18","{{18, 04/04/2020, 05/19/2020, New Haven, CT}}","#ffd400","4","00003|002289|00624","{""pageIndex"":3,""rects"":[[44.829,145.475,53.917,154.656]]}",0,"18, 04/04/2020, 05/19/2020, New Haven, CT",16635,0,"application/pdf",NA,"storage:Shelby et al. - 2021 - Lessons Learned From COVID-19 Contact Tracing Duri.pdf",2,1738872897000,"72d1b3d870cfc63ee71cdf97dfead371",1738872897,1,35109,"title",NA,"Lessons Learned From COVID-19 Contact Tracing During a Public Health Emergency: A Prospective Implementation Study.","18","04/04/2020","05/19/2020","New Haven",NA
"37",19802,15599,0,"cases_reached_count",19756,NA,"133","{{959, 04/04/2020, 05/19/2020, New Haven, CT}}","#ffd400","4","00003|002424|00647","{""pageIndex"":3,""rects"":[[192.375,122.561,206.008,131.742]]}",0,"959, 04/04/2020, 05/19/2020, New Haven, CT",16635,0,"application/pdf",NA,"storage:Shelby et al. - 2021 - Lessons Learned From COVID-19 Contact Tracing Duri.pdf",2,1738872897000,"72d1b3d870cfc63ee71cdf97dfead371",1738872897,1,35109,"title",NA,"Lessons Learned From COVID-19 Contact Tracing During a Public Health Emergency: A Prospective Implementation Study.","959","04/04/2020","05/19/2020","New Haven",NA
"38",19803,15564,0,"cases_interviewed_count",19756,NA,"826","{{826, 04/04/2020, 05/19/2020, New Haven, CT}}","#ffd400","4","00003|002477|00659","{""pageIndex"":3,""rects"":[[203.518,111.104,217.151,120.285]]}",0,"826, 04/04/2020, 05/19/2020, New Haven, CT",16635,0,"application/pdf",NA,"storage:Shelby et al. - 2021 - Lessons Learned From COVID-19 Contact Tracing Duri.pdf",2,1738872897000,"72d1b3d870cfc63ee71cdf97dfead371",1738872897,1,35109,"title",NA,"Lessons Learned From COVID-19 Contact Tracing During a Public Health Emergency: A Prospective Implementation Study.","826","04/04/2020","05/19/2020","New Haven",NA
