param_name,param_value,pm_location,source,pm_start_date,pm_end_date,param_type
cases_assigned_count,2046549,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",04/01/2021,05/01/2021,manual
cases_assigned_count,1107656,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",05/01/2021,06/01/2021,manual
cases_assigned_count,444318,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",06/01/2021,07/01/2021,manual
cases_assigned_count,1241487,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",07/01/2021,08/01/2021,manual
cases_assigned_count,4046250,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",08/01/2021,09/01/2021,manual
cases_assigned_count,4363750,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",09/01/2021,10/01/2021,manual
cases_assigned_count,2266428,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",10/01/2021,11/01/2021,manual
cases_assigned_count,2163555,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2021,12/01/2021,manual
cases_assigned_count,5897346,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2021,01/01/2022,manual
cases_interviewed_count,1859220,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
cases_interviewed_count,2573653,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
cases_interviewed_count,2681000,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
cases_interviewed_count,1553633,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
cases_interviewed_count,948154,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
cases_interviewed_count,1138136,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",04/01/2021,05/01/2021,manual
cases_interviewed_count,615707,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",05/01/2021,06/01/2021,manual
cases_interviewed_count,217527,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",06/01/2021,07/01/2021,manual
cases_interviewed_count,526305,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",07/01/2021,08/01/2021,manual
cases_interviewed_count,1265108,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",08/01/2021,09/01/2021,manual
cases_interviewed_count,1318087,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",09/01/2021,10/01/2021,manual
cases_interviewed_count,964733,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",10/01/2021,11/01/2021,manual
cases_interviewed_count,922639,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2021,12/01/2021,manual
cases_interviewed_count,1569451,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2021,01/01/2022,manual
cases_named_contacts_count,971415,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
cases_named_contacts_count,1214861,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
cases_named_contacts_count,1189296,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
cases_named_contacts_count,741557,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
cases_named_contacts_count,431306,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
cases_named_contacts_count,527953,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",04/01/2021,05/01/2021,manual
cases_named_contacts_count,301459,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",05/01/2021,06/01/2021,manual
cases_named_contacts_count,103606,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",06/01/2021,07/01/2021,manual
cases_named_contacts_count,219091,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",07/01/2021,08/01/2021,manual
cases_named_contacts_count,523605,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",08/01/2021,09/01/2021,manual
cases_named_contacts_count,527769,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",09/01/2021,10/01/2021,manual
cases_named_contacts_count,393275,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",10/01/2021,11/01/2021,manual
cases_named_contacts_count,383810,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2021,12/01/2021,manual
cases_named_contacts_count,585350,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2021,01/01/2022,manual
contacts_named_count,2935489,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
contacts_named_count,2816336,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
contacts_named_count,2304238,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
contacts_named_count,1654446,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
contacts_named_count,1169024,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
contacts_named_count,1439418,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",04/01/2021,05/01/2021,manual
contacts_named_count,932612,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",05/01/2021,06/01/2021,manual
contacts_named_count,271626,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",06/01/2021,07/01/2021,manual
contacts_named_count,423420,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",07/01/2021,08/01/2021,manual
contacts_named_count,1200506,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",08/01/2021,09/01/2021,manual
contacts_named_count,1438075,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",09/01/2021,10/01/2021,manual
contacts_named_count,1002462,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",10/01/2021,11/01/2021,manual
contacts_named_count,944930,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2021,12/01/2021,manual
contacts_named_count,1406794,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2021,01/01/2022,manual
contacts_reached_count,1433604,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
contacts_reached_count,1416703,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
contacts_reached_count,1438461,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
contacts_reached_count,1098438,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
contacts_reached_count,783554,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
contacts_reached_count,940863,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",04/01/2021,05/01/2021,manual
contacts_reached_count,597910,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",05/01/2021,06/01/2021,manual
contacts_reached_count,206171,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",06/01/2021,07/01/2021,manual
contacts_reached_count,285002,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",07/01/2021,08/01/2021,manual
contacts_reached_count,735357,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",08/01/2021,09/01/2021,manual
contacts_reached_count,838427,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",09/01/2021,10/01/2021,manual
contacts_reached_count,605614,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",10/01/2021,11/01/2021,manual
contacts_reached_count,498195,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2021,12/01/2021,manual
contacts_reached_count,754314,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2021,01/01/2022,manual
cases_were_contacts_count,338605,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
cases_were_contacts_count,473160,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
cases_were_contacts_count,299196,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
cases_were_contacts_count,216609,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
cases_were_contacts_count,119798,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
cases_were_contacts_count,128536,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",04/01/2021,05/01/2021,manual
cases_were_contacts_count,96158,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",05/01/2021,06/01/2021,manual
cases_were_contacts_count,31977,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",06/01/2021,07/01/2021,manual
